name,id,hotttnesss
Tamikrest,ARIK8NZ1187B99EE71,0.504509
Mika Singh,ARMVTD41187B9A3360,0.705801
Duke Dumont,ARGO4RN1187B9B0BDA,0.808456
"Royce da 5'9""",AR7TDQ4119B86684AF,0.580614
Carl Craig,ARY7XSH1187B98CAF3,0.591313
David Hudson,ARV5B2D1187FB36ED1,0.433983
Atari Teenage Riot,AR0Y8SK1187B9AAE64,0.54454
Rick Ross,ARRUMOM11F50C51802,0.742523
Street Military,ARRB71R1187FB5751C,0.470612
Sister Sledge,AR9SHU11187B98A51D,0.650465
Martin Solveig,AREVVMT122BCFCCB70,0.803872
Nico Gemba,ARSGWJH11F50C4E0E7,0.465387
Red Nichols & His Five Pennies,ARKKNHS1187B9A3B49,0.472107
Periphery,ARG00DS1187B9ADFC8,0.631894
Juan Luis Guerra,ARYPTWE1187FB49D64,0.713184
The Cadillacs,ARAEZSI1187B9A8D1E,0.555291
Electric Wizard,ARU75JD1187FB38B79,0.576641
Mindustries,AR4R9BI1187FB44767,0.482303
Xi,AREZ8UC1187B99F1D2,0.554362
Bonobo,ARVLQBQ1187FB40FB4,0.671866
Saru,ARQMZUJ1187B997620,0.50204
Aydio,ARMDWND1187B9AEBE2,0.489109
Marx Brothers,ARZLWJ21187FB57513,0.499728
Mazzy Star,ARNBIUE1187FB3E846,0.627363
Copeland,ARDCVSK12FE0875915,0.597798
Aphex Twin,AR1UZKI1187B9B368C,0.61059
Fennesz,AR21EJD1187FB3B9A9,0.538936
John Fahey,ARTMPEE122BCFCD667,0.513119
Earth,ARX6MR511C8A42C159,0.580704
Robert Horton,ARNTMNA1187B9AD01D,0.343025
DJ Fresh,ARJKJKP11E2835E6D3,0.625205
ASC,ARZN0BZ1187B99F496,0.551366
Black Uhuru,AR9JUVH1187FB4019E,0.579709
Bvdub,ARPIMUK11F4C844516,0.512517
Benga,ARSQDUN1187B98D7D7,0.568294
Space Temple,ARFTMGO1187B9A777A,0.43402
DJ Smash,ARHAPGK1187FB45F99,0.580534
Beto y Sus Canarios,ARDUEGC122C8677436,0.514511
Diggy Dex,ARGVFOM1187B99F380,0.663364
Afrojack,AR4J4EW1187B9AB9EF,0.786855
Marco Borsato,AR59C9R1187B9A00F5,0.757846
Kensington,ARKTSTP1187FB51C66,0.733939
Neutral Milk Hotel,AR912GD1187B9B9B0F,0.588001
Guillaume Dufay,ARA5J2G1187B99C41E,0.522797
Sirinu,AROHXSK1257509E590,0.39275
EPMD,ARR8JMF1187B98FC72,0.576397
Percy Faith,ARAUS5J1187FB48E25,0.620998
Die Krupps,ARLEWK51187B9B4B5F,0.633338
LUBJAN,AR53AA41187B99D309,0.433463
AU-D,ARPT0RR1187FB527E1,0.500731
Avicii,ARK5VXJ1187B99FC67,0.896362
Eric Clapton,ARLPDQC135373F9840,0.661966
Newcleus,ARKWARK122BCFCA877,0.501172
Molecule,AR9E8111187B9A688D,0.494932
Calvin Harris,ARE602H1187FB3B8F8,0.90029
St??phane Pompougnac,AR8RC0V1187FB390D9,0.523307
Juan Magan,ARV7EDK11C8A42BFB7,0.788625
Parov Stelar,ARKQZHZ13A4B400040,0.70365
DJ Antention,ARQZPMH12D4DEAF1AF,0.504696
Front 242,ARNDQFP12CAE5159F8,0.546096
Jason Lescalleet,ARZCBQH133B3F13939,0.418324
Tiga,ARLNATF122ECCBE236,0.61001
The Shoes,ARF8ZJW1187B98C949,0.557369
Moby,AR0JBXL1187FB52810,0.714647
ISAN,ARJBAZC11F50C480ED,0.522229
Storm the Sky,AR2JGD21187B98FD1D,0.504601
Cash Cash,AR4HL8H1187FB493DD,0.672234
Egotronic,AR8V1X71187B9B919B,0.530338
Brand New,ARCW45X1187B98C677,0.6037
Sunny Day Real Estate,ARVKFWA136E5711121,0.567374
???????????€,ARDDQFZ1271F574470,0.377737
Melina Aslanidou,AR6IHPG1187FB55C49,0.546376
Nature Sounds,ARADBSI1324E914373,0.632812
Thomas Bergersen,ARZPUAF12086C12B71,0.583624
Ott Lepland,AR3GAWW1187B9AD462,0.628671
Bella Lune,ARR30921187FB36C2D,0.468675
Dead Can Dance,ARQMJOR137E74B067D,0.597662
St. Vincent,ARRKBGD12B3B353EF0,0.61819
Mulatu Astatke,ARGUE3N1187B996AA6,0.551369
Marko Polo,ARHBPPY1187B98ABD8,0.461596
Scooter,AREBPMO1241B9C47D4,0.717226
Kylie Minogue,ARFOKIY11F50C4C27E,0.778617
beNUTS,AR5OKXL11C8A415C78,0.49749
Valentina Monetta,ARZGBOU131FEA9FF8D,0.503668
Yma Sumac,ARQH9NL1187FB530EC,0.544628
Swans,ARV99SV1187B9B1625,0.592001
Alexxi,ARIAKUL123E29C125C,0.471911
Barn Owl,ARXBE3O1187B9A9A85,0.507231
Sonic Youth,ARLSLFC133858352F2,0.605837
Mariza,ARP4QZ41187B99770C,0.726868
DJ Top Gun,ARELYZK12086C1254D,0.483908
Illuminata,ARYCBXF1187FB5CB9C,0.496322
Stanley Samuelsen,ARZJJZY1242077EB07,0.423801
Cigar,AR5FP401187FB523C9,0.505668
Mightyfools,ARKGMWY1187FB48338,0.572023
Shreya Ghoshal,ARSZX2G1187B98FCCF,0.760203
Breakbot,ARDUFS01187FB4CF5E,0.668154
Zomboy,ARSF0K11187B9AF319,0.572679
Don Ross,ARTQK731187FB44DCE,0.526145
Rattus,AR1EYRJ1187FB50BE3,0.511471
Huge L,ARLACHM1187FB5C279,0.538995
Sister Flo,AREPOUG11F4C83D36C,0.487805
Ricky-Tick Big Band,ARAUIB21187B994EB5,0.48103
Before the Dawn,ARL9MID1187B9ABA14,0.531777
Suvi Ter??sniska,ARXBCH91187B996EF6,0.629543
Camar??n de la Isla,AR3I5C81187B9AD1F9,0.55159
Rite Hook,ARSOYIA11F4C842DA4,0.479122
Bob Dylan,ARGFJZI1187B9B5AF1,0.777312
Sarah McLachlan,ARS4IYF1187FB53FE0,0.701801
Korpiklaani,ARL4F9C1187FB46639,0.60492
Against Me!,ARJATFR130708ED2D0,0.585953
Bob Dylan,AR0GZQD119B8668D66,0.777312
James Taylor,ARNWPN01187FB49FBD,0.721306
North Sea Radio Orchestra,ARSGI7N1187B9B907C,0.510312
Jorge Cafrune,AR67DD21187FB53676,0.498267
Benny Andersson,ARV0VRA1187FB5C825,0.489587
DJ Rashad,ARROBQY122BCFCCF87,0.554367
Geraldo Azevedo,ARR4HK51187FB4B7DD,0.569501
Brian Eno,ARRVS341187FB4C1C6,0.62981
Phosphorescent,ARKOJKY136AD6DF2FC,0.62613
The Easybeats,AR0AJG11187FB51EFC,0.545996
Anthony Braxton,ARIJTXK11F4C83CDCC,0.479739
Anthony Braxton,AR6T8TD1187FB4338B,0.479739
Stevie B,AR8YYNB1187B9A4BB3,0.518362
Gabriel Yacoub,AROSI8L1187B9ACD43,0.433512
Tom Poisson,ARIKTVC1187B99D694,0.485047
Youssoupha,ARKUSSQ119B8668D2A,0.67991
Imany,ARR19BL11C8A415C6F,0.788702
Debbie Davis,ARMOVH21187B9B81F6,0.494647
Shy'm,ARZER7I1187FB385AF,0.641618
Les Sales Majest??s,ARWTJQN1187FB5665C,0.484158
Danakil,ARIDXVS1242077EC8C,0.582057
Louise Attaque,ARZ8SNF1187FB39BBE,0.558624
Psilocybe Project,AR8V1WA1187B9AD9E9,0.494909
Ahab,AREZJAL13825745777,0.538485
Rufus,ARI28971187FB57288,0.706237
Mc Carol,AR9EEXH1187B99E009,0.52085
Faith No More,ARMIRE01187B998507,0.725686
Sly & The Family Stone,ARNVVSX11E8F5BFD76,0.691161
BadboE,ARW1D6G1187FB490CD,0.469536
Metasonica,AR694KF1187B9AEB90,0.378863
SBTRKT,AROLEZ71187B9AE552,0.694289
Assemblage 23,AR59VS71187FB557A8,0.529802
Ice Cube,ARJU3AJ1187FB461DC,0.728178
Angerfist,ARUJFDO132698ABCC0,0.573603
Ataque Escampe,ARVHOJ81187FB36F03,0.477809
PrototypeRaptor,ARHE9L31187FB5B470,0.501531
Idjah Hadidjah,ARHU8D91187FB371C4,0.361897
Dr. Dre,ARIL9H31187B9893FF,0.750003
Teenanger,ARMTVWY13687E7208A,0.506629
White Lung,ARPESZD1187B9AC7FB,0.529149
Scott H. Biram,AREGV3K1187B9AF614,0.55606
The White Stripes,AR4GKTH1187FB4C8DE,0.698005
Olympic Ayres,ARSHKTR11F4C84393D,0.571821
Guided by Voices,ARLCECB1272BA77CF2,0.586329
The Bedlam Bards,ARCSTBM13568A192A4,0.482126
Paul and Storm,ARDZOVC122E6447FB9,0.457162
Among The Thirsty,AR3EZNY1187B9B7CED,0.496668
Sido,ARONADA1187FB42E13,0.793907
Kettcar,AR5R6TS1187FB39455,0.566748
Primal Fear,ARAXPKJ1269FB3450F,0.584715
Toxpack,ARQSRIH11EBCD7B699,0.500624
Silbermond,AR2GKQO1187FB5451B,0.789188
Glasperlenspiel,ARZZPYB123E29C20D6,0.77902
WIZO,ARJ97ZM1187B9AD147,0.527212
Uwe Kr??ger,ARWF9G01187FB3C749,0.484032
Pan-Pot,ARKIQCZ1187B9A7C7C,0.595431
DJ Deeon,AR0ZOAL1187B99F053,0.519892
Sqz Me,ARJUURB12AF7D91356,0.490675
The Goodies,ARFJXND1187B993890,0.466104
M??tley Cr??e,ARZ6R5V1187B98F1C8,0.65789
David Bowie,ARVIYEH11F4C843541,0.814477
Autechre,ARNOYTM12086C11112,0.569983
Automotive,ARKIOF41187B9B1944,0.480626
OPIUO,AR0JZZ01187B9B2C99,0.624062
Aero 21,ARYTHRT135592022EF,0.431576
Agneton,ARVJR1N1187FB4144A,0.488602
Cattle Decapitation,ARTAFV91187B9BA17C,0.560178
Fred Hammond,ARF5DG31187B9896AD,0.577526
The Zion Travelers,ARG06F81187FB35EE2,0.401689
Jermaine Edwards,AR1VQXW11C8A415711,0.466892
Icon For Hire,ARCA4IN1187B9B338B,0.570282
Those Poor Bastards,AR9X3WO1187FB3EA36,0.520358
Inside You,AR41O131187FB51448,0.452813
Within Temptation,AR9LBVI1187B9AE540,0.638805
Also,AR6Q4T91187B995616,0.509838
Bauhaus,ARXARAK12AF7D98860,0.560084
Delain,ARQK5LD1187B9B87DA,0.583745
Grimes,ARR3GSP1187B9AD4C4,0.765261
Stavento,ARWCGYP122E6447E11,0.56795
Dousk,ARNLHY61187FB3A0C0,0.51556
Monsieur Minimal,ARNUDX41187FB3DBE0,0.494369
Antropomorphia,AREKIJB1309DFD2600,0.490732
Lethal Bizzle,ARXWAQQ1187B9AE954,0.679967
Napalm Death,AR7Y6JX1187FB4D9B3,0.560625
Blood Mortized,AROHCC71187FB3F939,0.50566
Lamb of God,AR3LEYJ1187FB5B685,0.724114
Stone Temple Pilots,ARC23S41187B9A920E,0.759542
July For Kings,AR5FYK21187B9B361D,0.516086
Los Huracanes del Norte,ARLIKYQ1187FB3DD96,0.681336
David Hooper,ARSBBRD131DD4BD6F3,0.422528
Django Reinhardt,ARR9RE51187B98E899,0.617678
DJ Gollum,AROC6N61187FB40B14,0.590599
DJ Isaac,ARRJXNC122988F8555,0.504931
Emphatic,AR1ABAO1187FB531E1,0.538891
Sonny Rollins,ARAGWRU122BCFC937C,0.577764
Wildstreet,ARVU2XO1187B9893DB,0.498282
Andy Whitby,ARZBZWK1187B997CFB,0.474679
Def Leppard,AR7946G1187B9A4100,0.740028
Ponamero Sundown,ARSZ6MA1187FB43D29,0.447674
Organ Donors,ARGPRXU1269FB34ED9,0.51906
Blood for Blood,ARSOICO1187B9AB88B,0.563271
UFO Project,AR3YCSH1187FB3CEDC,0.451255
Redman,ARXFB7K1187B9B1E54,0.680441
Bad Brains,ARPWUZE12D5CD750BB,0.591089
Altern 8,AR6UFZX1187B9A7CDF,0.504462
Headhunterz,ARAQK981187FB3E231,0.614451
Charlie Musselwhite,AR470HW1187FB3B8DF,0.500118
Marcel Tournier,ARA1UU51187FB5A70B,0.40796
Skrewdriver,AR6JVPO1187B9A6149,0.527615
The Haxan Cloak,ARCCXAI12C5BBEAC59,0.556545
Keali'i Reichel,AR0CFT71187FB5CFD4,0.51149
Steven Halpern,ARUDBB61187B9AEA91,0.500487
Cold Harbour,ARASIMV1257509D792,0.49174
Alice Cooper,ART39ZB1187B9B1E3A,0.67473
Tunes of Dawn,ARAYXEM130D2653D9E,0.476386
Donna Summer,ARXMJMO11FED0C4415,0.633971
E.T. Mensah,ARSORZD1187FB3877A,0.479029
Pandit Jasraj,ARONVEF1187B9AAF70,0.492245
The Notorious B.I.G.,AR7OA5G1187B98D3A0,0.768982
Koriass,ARGWLLA13544FB4F3A,0.48345
Dealema,ARK6P1N1187B99383A,0.487725
Technotronic,AR4VNSQ1187B999ADB,0.560722
Missy Elliott,AR4XX0N1187FB45C21,0.781241
Sarkodie,ARWGS3L1187FB44932,0.542014
F??nf Freunde,ARCTEZO1241B9C8E42,0.512903
Zac Efron,ARZCXTF13DC061C58B,0.594519
Merle Haggard,AREGFLN13559201F08,0.595211
Misfits,ARYUDWF12F2B89BB33,0.617323
Marz,ARNBMT71187B993523,0.504095
Calvin Harris,AROIP3T1187B9B0F0B,0.90029
Punnany Massif,ARGDTSX1269FCCED05,0.521104
R??zsa Magdolna,ARNDRBI122BCFCC2E3,0.595181
??kos,ARPDEOM138F8A0AE84,0.661047
Prince Royce,ARXP52G1187B9B53C3,0.811735
E-40,ARKTVAB119B3403A27,0.671357
Agent Fresco,ARVILQ41187FB3B1D8,0.597673
Danny Gokey,ARC4K2E1187B9B6FDA,0.558376
DJ Spooky,ARKSKF21187B9B7064,0.547301
M.S. Subbulakshmi,ARQTIUE12E9676D096,0.541272
Shreya Ghoshal,AR688CI1187B993BE2,0.760203
Thermal and a Quarter,ARXAXHO13E6642C14A,0.506543
Sufjan Stevens,ARM68A9119B86687EB,0.711685
Sad Souls,AREM1NL1187FB43234,0.499371
Harriet the Spy,ARTDEZF131B9F2079C,0.426946
Kerith Ravine,ARCRUOG1187B9A23A8,0.355281
Iron & Wine,ARIJDGV1187FB51092,0.661957
Harper Lee,AR5YODZ1187B996179,0.584856
Arcade Fire,AREUMQS1187FB3AC8F,0.714218
The States,ARSRNV41187FB5150E,0.512243
Holy Esque,ARPBICT1187FB410C3,0.491472
Elvis Depressedly,ARXF40D1187B9A3FB3,0.550462
The Weeknd,ARMCBFE12509416C9B,0.895959
Interpol,ARZLAE61187B9B86E2,0.721446
Clams,ARIHNJ11187B99806C,0.519449
Frida Sundemo,ARFXBHG122BCFCBBEA,0.521966
The XX,ARRCWDK12086C15241,0.752139
Stars and Rabbit,ARXW5TC1187FB5A6CA,0.51977
peterpan,AR8R4PD1187FB437BA,0.562628
Danny Everett,ARGC7371187FB3C18A,0.434181
Cabaret Voltaire,ARNUUVP1187FB3D618,0.555692
Marilyn Manson,ARFSIHC135592009F2,0.665397
Killing Joke,AREKHZL1187FB45E77,0.652745
This Patch of Sky,ARUR0AL1187B9A72C5,0.486642
Aphex Twin,ARVROOM1269FCD48DF,0.61059
L??nasa,ARJECUK12A57A06BB2,0.54264
DAITHI,ARKLNGO1187FB5BB4B,0.595903
The Coronas,ARCTUJF1187B9A4042,0.626961
Matti Louhivuori,ARXG05L1187B9B770A,0.423924
Sheikh Saad Al Ghamdi,AREGX5K1187B9B6C9E,0.422089
?????? ??????????,ARSX6IX1187B9B640C,0.483932
Savage,ARHVCYW1187B995EDC,0.670981
Canzoniere Grecanico Salentino,ARP8MND1187B9A5397,0.475643
Fabri Fibra,AR264J61187B98C8BB,0.570705
Marta sui tubi,AR5NBPV1187FB485A0,0.530968
Stefano Bollani,ARY32PW1187B9B620C,0.525837
Tiziano Ferro,ARYEWPQ124207830A1,0.74441
Loredana Errore,ARYV2UE1187B9AF02C,0.515278
Alphataurus,AR2ROVO1187FB4D2D6,0.511667
Nerorgasmo,AR20CFC1187B98A25D,0.517215
DJ Sanny J,ARE7JKW1187FB4A7CA,0.548035
?????????????????????,AR1CD5Z1187B98F2C2,0.676499
Akira Kosemura,ARPIJUN122989000B4,0.55971
DJ Technorch,ARAXREL122988F158B,0.523912
??????????????????,AREZ03W1187B98FFF5,0.568124
AKB48,ARFJXBN12F0DAC3E88,0.754832
??????????????????????????????,ARXZP9T1187FB4565D,0.515641
the GazettE,ARHA0XD1187B9A3633,0.729903
??????,AREE69X1187FB438D6,0.661921
Over Arm Throw,ARP78AT1187B9B5350,0.50306
SPYAIR,ARATITD14162917ADE,0.711532
Akiakane,ARJDAOS13385834F08,0.516286
KREVA,AR6XNPM1187B98AE5E,0.670919
?????????????????????,ARXHSWJ11E2835D731,0.676499
????????????,ARYEWVE12BEF24FA69,0.536621
Grateful Dead,AROBEGP12406A89D26,0.6632
Big Star,ARBKFXR1187B9A1E14,0.555744
Brookville,AR1T6FN1187FB3D424,0.496182
DJ Kawasaki,AR5BMCY1187FB3E976,0.505777
Boris,ARFNYOX129CDBEF5E1,0.501064
Crystal Kay,AROTHYA1187B98FB40,0.698413
??????????????????????????????,ARYP1181187B9A0B9F,0.687724
Satomi Saeki,AR2U3RE1187B98DF64,0.496522
Masonna,ARCOIYN11F4C84896A,0.525989
Miles Davis,ARGTTY81187B9A8682,0.697302
Mark Egan,AROXZL91187FB40560,0.500615
Ray Charles,AR308F21187B9A1D5D,0.713238
J.J. Johnson,AR94EZ61187B990729,0.490457
Frank Sinatra,ARZVHBF1269FCD68AD,0.745919
Herbie Hancock,ARKLRYA1241B9C5BB0,0.634031
Pat Metheny,AR8GIKC1187B9993EA,0.56684
Animals as Leaders,ARKZGXU13B864F23BD,0.578901
Brussels Jazz Orchestra,ARI6JU71187FB3B80F,0.461606
Red Garland Trio,ARMEJEY1269FCD578C,0.493598
Kid Ink,AR2FSX31187B98E3EF,0.691981
Willie Clancy,ARZF3GM1187B9B952F,0.46968
Neshama Carlebach,ARYKS881187B9B3643,0.483447
Cannon's Jug Stompers,ARUXOWB1187FB3F562,0.498287
Ice Cube,ARIGVCS11F50C4F711,0.728178
Ruth Brown,ARBNXYA1187FB51C50,0.575228
Drumsound and Bassline Smith,ARRXZQF1187B99F174,0.506233
Mark With a K,ARJCSVV1187B9B8526,0.593915
Andy C,ARQATCR1187FB4D3E6,0.559787
??????,ARU3RBC1187FB50820,0.762207
10cm,ARTU5NO1187FB48D0B,0.622886
f(x),ARJSR5T11C8A415FC5,0.76599
?????????,AR0FDJ21187FB56687,0.457006
Volker Pispers,ARQ24CC1187B9969F9,0.496959
De R??uber,ARVXVWO1187FB39C05,0.459241
Cowboy Indian Bear,ARUB1YN1187B98F38D,0.460294
Detlev J??cker,ARN47IM1187FB41FA5,0.509146
Girish,AROGDFI1187FB57F9E,0.636157
The Phoenix Foundation,ARQDHVO12DDD188245,0.518743
Anselmo Ralph,AR6AY7W1187B9AC569,0.6821
Klapa Cambi,ARWT7VX1187FB54449,0.466948
The Klezmer Conservatory Band,ARV1S5S1187B98D78B,0.479206
Carimi,ARLGLNJ12AA0D8ABA3,0.522022
Can,ARJPZSG1187FB3E985,0.554921
DJ Vielo,AR31W571187B9A78B6,0.447764
Grup Seyran,ARFPKGE12AF7DA8286,0.492439
Tkzee,ARJXLX11187FB41442,0.484717
Night Terrors of 1927,ARJJRLK1242077FC1E,0.527508
Moondog,ARLZ0521187B98B2E3,0.546075
Nikos Vertis,ARSFGPO1187B9904D2,0.650141
Ricky Martin,ARGIFTZ1242078308E,0.802618
Babas??nicos,ARELECY122988FEFE8,0.602203
Marco Barrientos,ARWAOFJ123E29C1153,0.591852
Alejandro Fern??ndez,ARGA92H1187B9B5E5D,0.639534
Sr Mandril,ARKDRUN1187B9B8A4D,0.421672
Daddy Yankee,ARV0AT91187B9B43AD,0.807913
Paquito D'Rivera,ARXCDIR12454A2DF42,0.562328
Rata Blanca,ARGOKH21187B992800,0.588524
Alejandro Sanz,ARDQP2Y1187B9A01D8,0.786724
Pr??ta v??tra,ARH39ZK1187B9ABC22,0.672464
David Tolk,ARMXRJX122988FFF30,0.490038
Pulled Apart By Horses,ARM1IMV1187B995003,0.534603
Peter Beense,ARMAC4T1187FB3FA4C,0.483656
Konstantin Wecker,ARQ1TYO1187FB49B63,0.554385
Robert Farnon & His Orchestra,AR652851187B9A0C69,0.407722
Sarah McLachlan,ARWE3TO1187FB411C2,0.701801
Logistics,ARLWTYJ12D332C27C0,0.582503
Andrius Mamontovas,ARI7SQF1187FB48362,0.518741
Kyiv Chamber Choir,ARMFUUA1373E16FA28,0.451689
Christeene,AR6BJ1V1187B9AE3B7,0.491991
Modest Mouse,ARTQKVD1187B98DF8C,0.626792
Little Walter,ARTSOXK1187B9AA8B6,0.531318
Endpoint,AR4KBWX1187FB5A718,0.425334
Michael Bubl??,ARDQ9AP1187B9BA3F6,0.777181
Brazilian Lounge Project,ARVYXYH12E30EB8B40,0.497749
John Holt,ARTHQV01187B9B4D8A,0.562021
Janek Schaefer,ART70HI1187B9A37BC,0.501587
Onuma Singsiri,ARRHMNH1187FB46512,0.449062
James,ARAPFN61187B990019,0.692351
Ali Riahi,ARDOAJY1269FB322B0,0.388479
Muzsik??s,ARKUI581187B9A6856,0.504374
Grace Decca,ARHTAPO1187FB5AADE,0.48265
Razia,AR1QW201187B994EFF,0.446693
Faizal Tahir,AR1MWSF1187B9A66E2,0.604106
David Hall,ARMWDYO11F50C49B36,0.407754
Celia Cruz,ARWQD4A11C8A41670F,0.573652
Oumou Sangare,AR76TLU1187B9B8F97,0.525333
?????????,AR5J7N81187B9B9E96,0.701586
Copilul De Aur,ARZSICA12AA0D89C81,0.499799
Ohio State University Marching Band,AR1SHY11187B9A1CB1,0.481046
Juan Gabriel,ARZUGW91187FB5B352,0.728983
Death in June,AR9S8551187FB3EA81,0.553592
Girl Talk,ARGUZZJ1264D13A4A1,0.580684
Tall Ships,ARM9UWQ1187FB416A2,0.567387
Unwound,ARSTMTH12E30EB9418,0.528955
The Dillinger Escape Plan,AROLIKM13544FB4FA2,0.595901
Thione Seck,ARWEWLG12802FDEA10,0.467139
Faun,ARJOJIP11F50C47A54,0.587858
Saltatio Mortis,AR2LV0Q1187B9AA3B1,0.557613
Music For Deep Sleep,ARHERWI12AF7DB91A1,0.50453
Elliott Smith,ARNOQEY11F50C4F7CB,0.632744
Will Sparks,ARJG2ID1187B9A767E,0.700206
Fleetwood Mac,ARSHZBZ1187B98A445,0.79631
In Flames,ARSOSSS11C8A415813,0.618285
Johnny Lima,ARBZJFB122ECCB876F,0.503362
H2O,ARBORCH11F4C840121,0.683255
Killswitch Engage,ARLIDTS11F4C83B83B,0.60908
PelleK,AREIZCU12298900F05,0.556136
Suspyre,ARPXREW122C86749E6,0.481503
Elmore James,ARTEGCB12420781CCF,0.541486
T-Rock,ARQDK391187FB3CA23,0.573348
Otis Redding,ARQM9Q71187FB59E97,0.671532
Juan Luis Guerra,ARRX9FE1187FB3CBD9,0.713184
Mozart La Para,ARVNNXD1187B9AE50D,0.505167
Herman's Hermits,ARJF2HV1187FB3A148,0.608001
Iron Maiden,ARWPVEQ12298900BB1,0.725503
Jeff Kollman,ARYVOOH1269FCD8C75,0.418027
Parkway Drive,ARXPBHT1269FB35384,0.728921
Charli XCX,ARYYDSQ1269FCD92F0,0.771346
Quiero Club,ARVDEGM1187B9B05D3,0.539801
Los Locos del Ritmo,ARZ599Y1187B9B7A69,0.48344
Los Folkloristas,AR8BDK91187B9A3E63,0.476619
Trio Tariacuri,ARWVYIM11F4C8411E4,0.407042
DJ Laz,ARHOWJT11E8C26B232,0.492544
Breathe Owl Breathe,ARML3X41187FB35F2E,0.527704
Trentem??ller,AREZQQ31187FB4C814,0.589013
Band Of The Coldstream Guards,ARHDI7O1187B9B6850,0.401433
Steve Reich,ARSBQEC11EB9C8295C,0.555278
Shifted,ARPGPI81187B98AEEA,0.552176
Laxx,ARIFTFD1187B9A0C2E,0.549084
Boss Axis,ARKS6SA1187B9A9891,0.534597
Alex Niggemann,ARGWWVA11E2835DEF5,0.527969
Richie Hawtin,ARYLLQO1187FB57592,0.572638
In Aeternam Vale,ARRXVNF1343CFCDF0D,0.485031
Sarit Hadad,ARM35YS1187B99959C,0.497399
The Jam,ARN9ICG1187FB4D7C7,0.600413
Joe Bonamassa,ARLKMZP11EBCD77476,0.718992
Olivier Messiaen,ARZHKMH11F4C8470D8,0.528383
Lee Brice,ARIEIWC131633D14F6,0.730657
Brookroyal,ARDLRLV1187B99ABE4,0.474002
Harris Eisenstadt,AR0F5IT1187FB39E6F,0.407243
Arditti Quartet,AR7PJMD1187B9A6C35,0.49214
Preacher Stone,ARS66SN1187B9AEA4E,0.487109
JP Corwyn,ARUSGIX12802FDE884,0.463058
Monks Of The Abbey Of Notre Dame,AREACYD1187FB566DE,0.4849
Diplo,ARTSDSB1187B9A6CF8,0.840847
