name,id,hotttnesss
Mayra Andrade,AR0QQGK1187FB4D5CB,0.549361
Anthony Robbins,ARXRI181187B992C7C,0.542593
Marvin Gaye,ARY7T8Q1187B99AE5A,0.771595
Jim Cummings,ARVKB9G1187B990C70,0.544403
Marisa Monte,ARXBG1X1187FB42A79,0.706517
Grupo Encanto,ARB1DDF1187FB4FCFB,0.498171
Risto R??pp????j??,ARWA8AH1187FB3FC84,0.481618
Bernard Parmegiani,ARZYT8C1187FB4D57F,0.526699
Collection Comptines,ARSTOAX139FF6C78FC,0.488452
Isaura,ARA1FK71187FB5AFAD,0.492912
Zain Bhikha,ARLNQBR1187B9B9C4D,0.531311
Loretta Lynn,ARL57CE1187FB54C6F,0.626515
Douglas Blue Feather,ARREDK11187B9A55C5,0.482946
Maggots,AR6F1M81187B99FAE4,0.490481
Yngwie Malmsteen,ARVFDUT1187FB3C44E,0.597504
Girls Guns and Glory,AREF3Q31187B98D959,0.494989
Jason Mraz,ARN4VIK1187FB3D5C8,0.739066
Black Bomb A,ARGDASU135214ABD13,0.504645
John Legend,ARUMUBU1274363C558,0.817996
L'Renee,ARXPLIA1187FB4D0B0,0.436071
Chaotica,ARFGUVE1312083EC19,0.488722
Damh the Bard,AR1WYY01187B98978E,0.555883
Moongarden,AR5RH3I1187FB57D1E,0.508358
Tame Impala,AR6TTAF1187B9AF525,0.766365
King Drapes,AR60PF91187FB4DC45,0.472236
Lauren Aquilina,ARKK0MR1187B98C88A,0.578018
Daybehavior,AREAEEJ1187B9AB28A,0.5048
Crystal Viper,ARDMYGP1271F5768E5,0.515147
Charley Jenkins,ARPUBBU12AA0D8A04B,0.369876
All my faith lost,ARYMXNC124207813E7,0.501225
Death in June,ARCEKOE1269FCD0C00,0.553592
Nepathya,ARK9V1J1187FB4971C,0.48418
mc chris,ARWOQOW12EC561D5F8,0.54659
ASP,ARANB8N1187B9940A3,0.67132
Foyer Des Arts,ARMTAGW1241B9CBAE1,0.495499
The Upbeats,ARYDTSL1187B9A07BD,0.567053
Mefjus,ARZTQLX12086C12C8C,0.526885
Enya,AR3XWYG1187B99094F,0.777953
David Hicken,ARRXADQ1187FB38F22,0.496055
The Avett Brothers,ARPANXO1187B9B468A,0.594076
Time Modem,ARK7ZPW1187B99C170,0.412663
The Transitions,ARV481W1187FB38CD9,0.401998
Keith Sweat,ARTQ567119B8668F55,0.590372
Allen Toussaint,ARCIODL11F4C84406E,0.58653
Louis Armstrong,ARD9T1Q1187B9A65F0,0.687757
Hot Chip,ARELIIJ1187B9A9FF4,0.648143
a-ha,ARSG5DC1187FB47C8E,0.727387
Hang Massive,AREK4G11187FB3756D,0.525023
New Order,ARNUPTB12F1299B9D5,0.710665
Wham!,ARA4W081187B9B6E21,0.754627
Devendra Banhart,AR22UIT1187B995341,0.615098
Bonobo,AREGOFV11F50C4D29E,0.671866
Anamanaguchi,AR5E44Z1187B9A1D74,0.591576
The Irish Descendants,AR6CLFP1187B9ACB94,0.455782
Pere Ubu,AROEOHN1187B9B2736,0.532047
Guilty Connector,AR1JLAW1187FB38508,0.421559
Deerhunter,ARDCK8K1187FB5729F,0.651533
Feedtime,ARV326Q1187B990B47,0.520588
Sonic Youth,ARV97TJ1187FB509D8,0.605837
Hedningarna,ARUUWTI11F4C8471BC,0.497939
DJ Broiler,AROG3OY1187B9AC9BE,0.534268
Los Huracanes del Norte,AROFOED119B3402F06,0.681336
More than Conquerors,ARMBMEF1187FB42A00,0.485581
Barbara Acklin,AR4EQ231187B99368F,0.497947
Livets Ords s??ngare och musiker,ARNCPRV1257509E0A6,0.479365
Karpe Diem,ARJUHI8119B8669B74,0.727215
In the Country,AR2OQSP1187B9959A9,0.487258
Satyricon,ARWPXRT122BCFC8F50,0.572331
Susanne Sundf??r,ARPVHKF11C8A4211B6,0.602825
Beinkj??r,ARFXBZX1187FB478D4,0.424681
DumDum Boys,AR9E0681187B99DC4C,0.581739
Clem Leek,ARJEL1O1187FB36E46,0.521088
Chris Malinchak,AR1IUFD119B866994E,0.691719
Koova,AR5W7271187FB4F7FA,0.431069
Wild Nothing,ARBXXRW1187B9BA4D2,0.676227
Parov Stelar,ARKTTJV12592CDA07F,0.70365
Disturbed,ARDKMEX129601F7EBC,0.739704
Stanton Warriors,AR2E3LI1187FB38797,0.567136
Miss Bolivia,ARSG7NQ1187FB57482,0.56576
Silvio Rodr??guez,ARODZUF11F4C841E1F,0.602861
Songs For Children,ARF5M7Q1187FB501E8,0.521621
Satan,ARNVNST126FE0252E2,0.623313
In Solitude,AR0LJR51187FB370DD,0.538748
Straitjacket Fits,ARIIFAI1187B9B101B,0.498129
The Business,AR9LSTT1187B9A87B0,0.51705
Public Enemy,ARYIS5G1187FB3B432,0.641231
Ola Belle Reed,ARP5KQF1187B9B4DD1,0.504514
Maria Callas,ARA8HTC1187B989150,0.56064
Andrea Bocelli,AROJIQK12086C12D8F,0.757342
Toni Gonzaga,ARXXCAI1187FB4D555,0.57791
Martin Luther King Jr.,ARKLA8V1187B999B68,0.552733
Claudio Abbado,ARHWRIN133F5CF7D60,0.533108
Andy Pickford,ARF20OM1187B990CAD,0.420037
Off With Their Heads,AR5SA9P1187B99FCE8,0.531865
Miguel Cal??,ARZ51KH1187B9A22A6,0.493235
Los Komberz,AROXIDV1187B9B222F,0.377086
??????,ARWO7MW1187B989E8E,0.62961
Renft,ARHPPJK1187B9AC897,0.487097
Paranoid Castle,ARBCI0P1187B9B5D8C,0.478957
Dwight Yoakam,ARIEKZA1187B98FED4,0.60641
Daniel Johnston,ARQSXJW122ECCBA6F0,0.565223
Andy Stott,ARM42JX1187B9B20A6,0.500856
Funkadelic,ARONNX51187B98DD47,0.55038
Burzum,ARFYKUO1187B98D941,0.588466
Zeca Pagodinho,ARCHZAA11F4C8462C4,0.679416
Ali Zafar,ARZC45S1187FB3F374,0.625413
David Bowie,AR0W7561187FB57131,0.814477
Ebi,ARBNNFU12CEB275BFD,0.588241
Parviz Meshkatian,ARVFBOT12F310EFCFD,0.487383
Jebediah,ARBFQ7L1187B9ACD48,0.51888
Los Mojarras,ARRUDCE11E2835CFEC,0.496729
Big Joe Turner,AROQFOC1187B9A0F23,0.548209
The Fray,ARUGU0E1187B9B30F6,0.653491
Mississippi John Hurt,ARY7DQ91187B98C85E,0.561348
Brian Boru Irish Pipe Band,ARLZ7YF1187B9BA38D,0.433656
Walt Whitman,AR4CB5F1187B99D170,0.50142
Pokahontaz,ARNJ2C31187B9B3239,0.589372
Kamp!,ARFYQIV1187B9AB4E0,0.54212
Tomasz Sta??ko Quintet,ARYUZ2F1187FB54D17,0.473775
Happysad,ARMKODX11F50C4BD1B,0.611251
Farben Lehre,AR3KUCG1187B9A0BEA,0.572866
Vavamuffin,ARXGKVD1187FB54D8F,0.531991
Frankie Yankovic,ARX1OQO11C8A421239,0.473732
Three Houses Down,AR3UL6M1187FB53D1F,0.498216
I Muvrini,ARZORKK11E2835CDA4,0.485872
Ellie Goulding,ARVT7941187B9AEB48,0.901275
Rihanna,AROETUE1187FB4A677,0.830018
Tonight Alive,AR8ALAQ1187FB37D53,0.577124
DJ Antoine,ARR1CN21187FB36BD6,0.761386
Fall Out Boy,AR9TVSJ1187B9A7F6F,0.79758
Drake,ARHH0AJ1187B98FB49,0.892731
Maroon 5,AR5H4CJ1187B9AE949,0.849666
Bass Drum Of Death,AR3UBZ11187B9A9EF9,0.571065
Armando Hernandez,ARQUMH41187B9AF699,0.489892
The Shaky Hands,ARYZDDW1241B9CCA8E,0.496891
Mickael Carreira,ARTBKER1269FB37026,0.513281
Jorge Palma,AR6RBLP1187FB4A38A,0.53012
Explosions in the Sky,ARLIAEM11F4C843528,0.609026
Shalamar,ARW0Z9V1187B9A0699,0.540561
Rhyze,ARUBS051187B9B60E7,0.484465
Foo Fighters,ARZPM3N1187B9B14BE,0.795885
At the Drive-In,ARSTQ2A1187B99CF14,0.576816
Baroness,ARLNZDA122988EDC3E,0.632467
For All I Am,ARAJOXB12E29E92B4B,0.496925
Television,ARKMXSD1313DF14895,0.568066
Bryce Janey,ARRRAOF12B7E67A52C,0.477312
Navicon Torture Technologies,ARWQCMZ11F919A7941,0.517147
HammerFall,AREEA0I1187B9B489E,0.701657
Manufactura,ARYLXHS1264D13A368,0.512666
Teenage Fanclub,ARMHOVI11F4C83DCF1,0.577585
Iron Lung,ARWKFPM1187FB4E712,0.52551
The Queers,ARL8OEH11C8A415C17,0.523701
Earnest Pugh,ARZ00NA1187B992D9B,0.546578
Boil,ARY77941187FB471BA,0.515743
Trampled by Turtles,ARVUEUS1187B9B49DA,0.583726
Ti??sto,AR7DNHO1187B992B0B,0.821593
Ti??sto,ARULZ741187B9AD2EF,0.821593
Dream Theater,ARQZ4AA1187FB4626A,0.668145
Phaxe,AR49DB11187B9B2420,0.545478
Kansas,AROU14811C8A423BC1,0.613758
Armin van Buuren,AR91C8S1187B990901,0.810282
Soundprank,AR2UQQ51187B9AC816,0.514346
Matt Bukovski,ARRUJJJ12802FDE3B8,0.538976
The Velvet Underground,ARAPSCV129CDD176A9,0.667245
The Koolaid Electric Company,ARLEBRU13A4B40015D,0.506716
Toad,ARVCPQM11F50C47776,0.507456
The Doors,ARRWVFN11F50C485C1,0.633199
Infected Mushroom,ARIEGIO1187FB385B4,0.606242
Bluetech,ARBQMJ11187FB49B3F,0.582746
Nekromantix,ARVK1G41187FB37421,0.544881
Nick Lowe,ARAXISJ1241B9C6A57,0.547399
Circo,ARJBQRW1187FB3C7BE,0.491455
Miss Pooja,AR3DJ0H1187FB4BE72,0.659909
The Ramones,ARIVZIG128FFBAD456,0.610819
The Jon Spencer Blues Explosion,ARARVH61187FB49215,0.531492
Plain White T's,AR7KYYO1187B9A27DF,0.695578
The Waffle Stompers,ARJ8T1S1187FB5ACB7,0.439473
Mohammed Rafi,ARILCMQ11F4C84830F,0.669215
Vincent Valli??res,AR4DGCJ1187B9A7524,0.613414
Barry White,ARPCEXT11EB9C82926,0.617634
Robin Thicke,ARUC4RY1187B9AACCE,0.75806
RCola,ARLPH4D1187FB5629A,0.477966
Fats Waller,ARXWTOJ1187B9A7848,0.52885
Cheb Hasni,ARZZCEM1269FB339F4,0.535572
Pepe Aguilar,ARMTESV136F6F0FD8A,0.678229
The Notorious B.I.G.,ARARBKF1242077E85C,0.768982
Limp Bizkit,ART0AGH1187FB4765A,0.706991
Mellowtoy,ARAZEGJ11E905798ED,0.502671
Linkin Park,ARJUSZD127D395D53A,0.728359
Dark Fury,AROJAOG1391FF1AFE1,0.489294
David Moleon,ARJ745B1187B990106,0.487127
Isaac Asimov,ARV8BZX1187FB3E89E,0.513768
Vassilis Tsitsanis,ARRABCQ1187B9AF6EE,0.49053
Peter Tosh,AREXHJP13B9E60C673,0.596822
Mono & Nikitaman,ARW8F4B1187FB45EB4,0.567113
Ballyhoo!,ARIGFIZ1187FB4D6BA,0.540701
Nicky Jam,AR46CAD1187FB4D84B,0.853727
La Arrolladora Banda El Lim??n,ARHT6QA1187B990BAF,0.762973
Relaxing Instrumental Jazz Ensemble,ARHJ1KY1187B99572A,0.554756
Digital Sexy,ARKHBSM1187B99CEBF,0.450903
Guillaume Dufay,ARL544E1187FB36577,0.522797
Mitch Murder,AR2NCHF1187FB5A4A8,0.580755
Wo Fat,ARANEHX1241B9C6734,0.508816
Bob Doss,ARRA16A1187B9A8E7A,0.445492
Khago,ARP6TC61187FB56F8C,0.500567
La Tabar??,ARDWTNL1187FB40602,0.503737
Sleater-Kinney,ARZGSWZ1187FB39ABF,0.555806
Led Zeppelin,ARCGXOS1187B9B8C62,0.784638
Manel,ARBZ19X1187B9ABB24,0.54727
Vicentico,ARLTXA21187FB471F2,0.687841
Nenhum de N??s,ARVBTEV122ECCBAD2D,0.553062
Can't,ARJXYQ11187B9B0FA8,0.436608
Alton Ellis,AR36AY91187B9B1F72,0.534799
Elvis Presley,AR40GSU1187FB3AA01,0.794542
Elvis Presley,ARBYZAT123E29C15DC,0.794542
Fly Project,ARHUSDS1187FB54199,0.703477
Proconsul,ARAU43X1187B99FF18,0.499735
Pyotr Ilyich Tchaikovsky,ARNEWMP1187FB3DB31,0.598896
Black Uhuru,ARSZIBW1187B994053,0.579709
Bruce Springsteen,ARCH5T21187FB597A6,0.774736
Gipsy Kings,ARF53ZN1187B9B5300,0.5728
Digimortal,ARCOBLE1187B9A2446,0.501713
??????????,ARNNRN31187B9AE7B7,0.68425
Serebro,AREUBCU11F50C49864,0.75426
Leningrad,ARDRJSP126E2B3BEF8,0.56014
Mumiy Troll,ARLVJTY1269FB25DB4,0.551581
Pink Razors,ARYQQY31187B9ABBE1,0.36884
Willie Col??n,AR3WOLA1187B991552,0.580811
Richie Ray,ARN86921187B9B258B,0.488861
Elis Regina,ARYZ9FU1187B99123F,0.566114
Otis Murphy,ARPQWQ41187FB3E8A1,0.400613
Andrea Berg,ARQGNEN1187FB4494C,0.55295
Torsten Kanzler,AR0R2CT1187FB4E64E,0.464245
Giles Lamb,ARUWK591187FB5179D,0.549011
The Twilight Sad,ARLOQHM12592CDA0C5,0.563217
DJ T-Rock,AR80E9H1187B990B7B,0.447167
Our Last Night,AR98JLC1187B9ADE23,0.6444
Kodan Armada,ARRPIHI1187B98DC69,0.525459
Glory of This,ARKVWSE11EBCD75AA7,0.415683
TEA COZIES,AR15NAH1187FB466EE,0.455321
Cassiya,AR37CSL1187B9896B1,0.43616
Wolfgang Rihm,ARTBTTR1187B999076,0.501655
Bruno & Marrone,AROEUJQ1250941675A,0.710626
Chico Rey E Paran??,AR88BJZ1187B98FB38,0.489733
Bruno & Marrone,AR61RSY1187FB47A08,0.710626
Amira Medunjanin,ARRVRFP126FE025327,0.498344
Fishermen's Friends,ARYEEVC1187B9A68E5,0.475001
Bromheads Jacket,ARMK2OI1187B98DE24,0.504847
??????????????????,ARSIAER12EC561C818,0.568124
Walk the Moon,AR1FOTV1187B9BA0D0,0.834031
Yellow Ostrich,ARPYDTN1187B98B992,0.531571
The 1975,ARKTE7L1187B9955B0,0.7675
Ride,ARHFFSH1252CCFA1DD,0.572464
Kristin Chenoweth,ARBJNWH12DA0D13553,0.57114
Taufik Batisah,ARTGNOD1187B9B4FB0,0.498369
Bob Dylan,AR0W2OO1187FB5549E,0.777312
Dushyanth Weeraman,ARMVKJN1187B98E52E,0.504074
Sublime,ARLUZIY1187B98C1AB,0.613801
Sublime,ARRQLFI1187FB46968,0.613801
Bad Manners,ARLA0BN1187B98DE7F,0.586579
Bad Religion,ARBUDUV1187B995761,0.609918
The Vipers Skiffle Group,ARYVFXL12086C12308,0.45468
Squiggy,ARQ1FA31187B9A1865,0.472155
Dandy,ARBYG0L1187FB4543C,0.440446
Daniel Savio,AR01KNZ1187FB35F28,0.470964
Atrocious Abnormality,ARUZUYU12EEE6497CB,0.504521
Night Fever,ARAWRNO1272BA7FF79,0.484089
The Brobecks,ARBQTJT13A71F397C9,0.492852
Hardcore Superstar,AR0S57P1187FB43BEE,0.550283
Nature Sounds,AR9B9J31187FB37942,0.632812
Rytmus,ARYWCFC12131B4B568,0.520916
Chiki Liki Tu-a,ARA8OK21187B989F55,0.517036
Tinkara Kova??,ARWLDVU14223FC0A63,0.519197
Low,ARJK5XD1187FB3F815,0.594573
Baroness,ARFCOYA11E2835E71C,0.632467
Fourplay,ARVBSMC1241B9CD020,0.630124
Solan Rai,ARLSF8H1187B9A76B0,0.345666
Machel Montano,ARCOU1E1187B9AEE6F,0.554559
Otis Williams & The Charms,AROTVAL1271F5743BC,0.412082
Neil Diamond,ARGHEC01187FB597B0,0.704567
Kid Moxie,AR9ZP1S1187FB52513,0.488212
Orchestra Super Mazembe,ARONVKP134198E55ED,0.474895
Marvin Gaye,ARLGBE01187B993466,0.771595
Ray Charles,AR9VDMZ1187B9B2E09,0.713238
Marvin Gaye,ARGMTVW12F9DC11DB0,0.771595
Oddisee,ARGWPP11187B9AEF43,0.571932
Horace Silver,ARFCWSZ123526A0AFD,0.572382
James Newton Howard,ARXHZC91187FB36034,0.708955
Jimmy Dludlu,ARHYDWL1269FCD53CF,0.482624
The Crabb Family,ARMZWW61187B9A8FA3,0.575295
Lil Jon,AR4GAFY1187B9B639D,0.784921
Lynyrd Skynyrd,ARR1MO31187B9B4F9C,0.654279
Al Green,ARPGZXF1269FB2567B,0.602257
Omar Cunningham,AR7JJ0V1187FB494D9,0.4561
Spiritualized,ARB3NBY1187B9A67BB,0.560386
Orquesta Sinfonica,ARSUUC61187FB5AF4F,0.468511
Berrog??etto,AR52RKF1187FB40C6E,0.474681
El Chojin,AR3Y5411187B996BFF,0.567597
Lori Meyers,AR14OAI1187FB3E572,0.566324
Standstill,AR2267U1187B9A4B25,0.528493
Los Salvajes,AR9MTOP1187B9A95D0,0.491282
Gabinete Caligari,AR51USL1187FB44216,0.54499
Alejandro Sanz,ARDXBH51187B9B932D,0.786724
Mal??,ARLXEGE1187FB3AC29,0.780066
Lendakaris Muertos,ARQIZRB1187B9B5CF1,0.579263
Ganjahr Family,ARN1YHJ1187FB37CB4,0.482771
Sweet Female Attitude,ARVNGSW1187B996988,0.502347
Megadeth,AR2Q0DZ119B34031BB,0.626676
Noisekick,AR3SESJ1187FB57F5E,0.500328
Andrea Gibson,ARQSTLK1187B9AF78B,0.508406
Francis Monkman,AR18THL1187B99C4F1,0.473965
Abney Park,ARJL7V911C8A42BB2F,0.54766
Steel Drum Island,AR1Y4NM11C8A41545D,0.479994
Old Lights,AR2JU9G1187B9B3E06,0.479745
Wolf Larsen,ARQ7FMG1187FB5CF39,0.621053
Phosphorescent,ARWRNJZ122ECCBC177,0.62613
Jon Fratelli,ARXM0CX1187B98FD56,0.490384
Imagine Dragons,ARWZXUW1269FB38582,0.831368
The Sword,ARWCDIN12F12999A93,0.60198
The Sword,ARS8HP31187B99A644,0.60198
Gorilla Biscuits,AR8UZ3Z11A348F0C81,0.560616
Violent Affair,AR9C7AQ1187FB410B4,0.41625
Erroll Garner,AR4A0IM1187FB5C8BD,0.531413
The New Lost City Ramblers,ARHEQS81187FB4010B,0.485177
Kate Price,AR0GZV61187FB51B83,0.473994
Arditti Quartet,ARME7101187FB3ECDD,0.49214
Ishome,ARRU5M31187FB4044D,0.507997
Ruggero DJ,ARQJ9VM1187FB420BE,0.415406
Apulanta,ARTFEFY122CC3B143E,0.647846
Dick Dale,AR0OQ341187FB4E054,0.581662
Tab Benoit,ARDCKCV11F50C504C8,0.526168
Johnnie Allan,ARV6K6X1187B9BA53F,0.479127
Jay Smith,ARKKRNO12E30EB90A4,0.59002
Backyard Babies,ARKZXSQ1187B9AC9F3,0.565582
Ison & Fille,ARB7VKG1187B9AC81C,0.648531
Jonathan Johansson,ARMMINZ129CDBEFECD,0.530828
H??kan Hellstr??m,ARWLDM91187B9912BD,0.601187
Lars Jansson,ARM6HLK1187FB427F0,0.497463
Necrophobic,ARHELGY11F50C491AE,0.584811
Loreen,ARHUMSC12AF7DB6600,0.753344
Trubbel,AR3086O1187B991F23,0.483075
Kebnekajse,ARIVFVU1187FB54302,0.534278
Strebers,AR9S5JR11C8A416119,0.505043
Kapten R??d,ART4QZC1187FB51612,0.594121
Susanne Berlin,ARLAWDD1187FB48367,0.503442
The Mobile Homes,ARPCD1H11C8A415862,0.503679
Louis Armstrong,AROSNCA135599D8EE2,0.687757
IYES,ARTMNIF12592CDA04A,0.567987
ChueLee,ARS0LKT1187FB40A7D,0.461995
Black Tiger,ARPKIFU13CA7DCC327,0.482537
77 Bombay Street,ARZDJ3G1187FB59384,0.492419
Dimmu Borgir,AREGFGD1278B7CCB52,0.59257
Epica,ARGLI7X1187B9930BB,0.598949
Genesis,ARSSEYE129CDBEF6BC,0.611397
Lykke Li,ARESITJ1269FB27009,0.755385
???????€?,ARB5TJM1187B9A71FD,0.728917
Little Mix,ARN6MEX1187B9B408E,0.82428
Carlos Gardel,ARAU62A1187B98A689,0.54386
Guy Gerber,ARFPCQT1187B99BE66,0.56983
Archspire,AROMNHB11F4C83CEEA,0.528394
Dying Fetus,ARVGVV91187FB5C69A,0.579789
Carl Craig,ARYXJR91187FB48C68,0.591313
Justin Bieber,ARBYGQM1269FB31CFC,0.91195
La Mafia,ARWCNED1187FB52BB6,0.561066
Floxytek,ARPUEKY1187B99ACDF,0.492071
The Mindtraveller,ARFTGSP1269FB34AEA,0.353523
B.B. King,ARHX6P71187B9AE169,0.637317
Shooter Jennings,ARLD2Q51187B9995B4,0.581985
Suharit Siamwalla,ARSTIOO1187FB39B89,0.498722
Mild,ARSBXIR1241B9C859F,0.689902
Siege,ARGLOU61187FB55A07,0.52244
Megadeth,ARIJE1A1187B9A458D,0.626676
Switchtense,ARZEOWK12767704A70,0.494941
Shu-De,AR3OVN511C8A4168BA,0.494205
Ya Dong,ARWB48X1187FB4AA06,0.324688
Malpa??s,AR1587M1187B9A4E88,0.49672
Pupy y Los Que Son Son,AR7TGNH1187B9999C2,0.505261
Fats Waller,AROTIMO1187FB532BF,0.52885
Robert Johnson,AR9HABI1187FB3ACAA,0.605959
Bob Fox,ARPQV4I1187FB4B0CE,0.47869
Hank Williams,ARKIQWL12F2B89BBB3,0.630905
Bob Dylan,ARUKIQX1271F5762F7,0.777312
Carleen & The Groovers,ARPQDAR12EFE499D66,0.472446
Philomena Begley,AREXOET1187B9B80A3,0.493512
Black Culture,ARWBAKN1187B98B20C,0.429228
Oscar Harris,ARI6XPQ1187B98DE40,0.476574
Dwight Pullen,AR6Z5RG1187B98F414,0.46656
Alastair McDonald,ARVYKHR12086C13B19,0.491431
Babylove & The Van Dangos,AR3J4WZ1187B9B17ED,0.483584
Four Mints,ARVJEOV1187B9B85C8,0.479571
Bellevue Cadillac,ARVICF31187FB4E62F,0.492151
Ti??sto,ARWNWCV11F50C4D4E1,0.821593
Pentatones,ARZTBQU12AF7D9C6E8,0.483366
Rick Ross,AR56MK21187B98DAA6,0.742523
Diplo,ARROQSO1187B9AEB80,0.840847
Los Peyotes,ARUCW501187FB5180B,0.49286
The Old Ceremony,ARKJHKX1187FB5AEE5,0.493425
Offer Nissim,,0.539133
Led Zepagain,,0.573549
Bonobo,,0.671866
Marc Anthony,,0.75627
Silvio Rodr??guez,,0.602861
Stoja,,0.531804
N??kleer Ba??l??kl?? K??z,,0.495062
M??nir Nurettin Sel??uk,,0.468594
H??seyin Turan,,0.515193
Sagopa Kajmer,,0.552549
Faz??l Say,,0.505806
Hande Yener,,0.691593
Hayko Cepkin,,0.595472
DJ Shadow,,0.714115
Holiday Flyer,,0.355397
The Pastels,,0.50722
Aby Wolf,,0.481704
Okkyung Lee,,0.482915
Disciples,,0.663569
Shola Ama,,0.527348
Dirty Dike,,0.580309
Joy Division,,0.61552
?????€????????,,0.564818
Ukulele Jim,,0.491151
Slechtvalk,,0.515977
Talib Kweli,,0.675963
Akil Ammar,,0.544926
G-Eazy,,0.748277
The Shazam,,0.412196
Sapient,,0.496612
Tritonal,,0.682445
Janet Jackson,,0.752127
Carlos Vives,,0.755707
Said the Whale,,0.537759
Murlo,,0.49124
Hype Williams,,0.50613
Abhinanda,,0.520834
Alex Christopher,,0.415322
Elizeth Cardoso,,0.507815
La Vida Boh??me,,0.548235
Jesper Kyd,,0.578415
The Beth Edges,,0.485163
Thanh Bui,,0.534781
Finntroll,,0.57763
Suzy Solidor,,0.464696
Carolina Tar Heels,,0.418454
Mother McCollum,,0.361926
Jack Hylton and his Orchestra,,0.493164
Jackie Bernard,,0.339649
Mimi Roman,,0.40254
Martha Eggerth,,0.310319
Ulla Billquist,,0.462411
Georgia White,,0.451716
Rick Randell,,0.338949
Charlo,,0.464415
Bill Mounce,,0.318034
Joshua Bell,,0.560642
Tyler Ward,,0.625159
the GazettE,,0.729903
Bob Sinclar,,0.681972
Ella Fitzgerald,,0.715285
40mP,,0.519702
Die Amigos,,0.486037
Aaron Martin,,0.509709
Gruff Rhys,,0.543178
Bembeya Jazz National,,0.532423
DJ Quik,,0.566984
Red Foley,,0.507354
Eastman Wind Ensemble,,0.493955
Holy Other,,0.56382
TOKiMONSTA,,0.624076
Workout Remix Factory,,0.496891
Amadou & Mariam,,0.586071
Tibet Project,,0.484637
Keali'i Reichel,,0.51149
Govinda,,0.618154
Chris Tomlin,,0.702713
Undertaker,,0.406727
Tonks and the Aurors,,0.411317
France Gall,,0.543462
Ulla Pirttij??rvi,,0.502431
Riblja ??orba,,0.533096
Koenjihyakkei,,0.484021
Zillertaler Mander,,0.488213
The Four Brothers,,0.459898
Talking Heads,,0.614265
Kedjevara,,0.488998
Medhy Custos,,0.51933
Buckwheat Zydeco,,0.495122
